iter	Accuracy	MultiClass
166	0.9990674541	0.01534449936
167	0.9990674541	0.01533402526
168	0.9990674541	0.01528370142
169	0.9990674541	0.01527563387
170	0.9990674541	0.0151003933
171	0.9990674541	0.01509311268
172	0.9990674541	0.01508516798
173	0.9990674541	0.01507573249
174	0.9990674541	0.014634457
175	0.9990674541	0.01419446244
176	0.9990674541	0.01418667016
177	0.9990674541	0.01417447775
178	0.9990674541	0.01408810627
179	0.9990674541	0.01399709765
180	0.9990674541	0.01363153438
181	0.9990674541	0.01351565146
182	0.9990674541	0.01337106746
183	0.9990674541	0.01328925089
184	0.9990674541	0.01328412573
185	0.9990674541	0.01319015289
186	0.9990674541	0.01318599423
187	0.9990674541	0.01318235923
188	0.9990674541	0.01315101808
189	0.9990674541	0.01280545037
190	0.9990674541	0.01266506326
191	0.9990674541	0.01263069203
192	0.9990674541	0.01262220088
193	0.9990674541	0.01251686311
194	0.9990674541	0.01241741465
195	0.9990674541	0.01230139341
196	0.9990674541	0.01227486974
197	0.9990674541	0.01224192706
198	0.9990674541	0.01215399079
199	0.9990674541	0.0120922786
200	0.9990674541	0.01205301287
201	0.9990674541	0.01204956402
202	0.9990674541	0.01204631785
203	0.9990674541	0.01193769627
204	0.9990674541	0.01178902072
205	0.9990674541	0.0116941903
206	0.9990674541	0.0116868513
207	0.9990674541	0.01163049512
208	0.9990674541	0.01157504978
209	0.9990674541	0.01152990273
210	0.9990674541	0.01144745994
211	0.9990674541	0.01142009839
212	0.9990674541	0.01134805072
213	0.9990674541	0.01128255055
214	0.9990674541	0.01123540465
215	0.9990674541	0.0112271238
216	0.9990674541	0.0111730273
217	0.9990674541	0.01115862448
218	0.9990674541	0.01115564042
219	0.9990674541	0.01109806398
220	0.9990674541	0.01102446401
221	0.9990674541	0.01102168918
222	0.9990674541	0.01101666961
223	0.9990674541	0.01097703209
224	0.9990674541	0.01095651525
225	0.9990674541	0.01092412354
226	0.9990674541	0.01088215517
227	0.9990674541	0.01084740946
228	0.9990674541	0.01084246138
229	0.9990674541	0.01083587417
230	0.9990674541	0.01062219586
231	0.9990674541	0.01056090501
232	0.9990674541	0.010507639
233	0.9990674541	0.01049931064
234	0.9990674541	0.01049176824
235	0.9990674541	0.01046884667
236	0.9990674541	0.01041851315
237	0.9990674541	0.01039834224
238	0.9990674541	0.01038859957
239	0.9990674541	0.01035099408
240	0.9990674541	0.01032059476
241	0.9990674541	0.01024724526
242	0.9990674541	0.01024548345
243	0.9990674541	0.01024012772
244	0.9990674541	0.01022315809
245	0.9990674541	0.01021281628
246	0.9990674541	0.01013124894
247	0.9990674541	0.01005705426
248	0.9990674541	0.009991913383
249	0.9990674541	0.009971011176
250	0.9990674541	0.009945165436
251	0.9990674541	0.009889425532
252	0.9990674541	0.009829200444
253	0.9990674541	0.009825252187
254	0.9990674541	0.009748679772
255	0.9990674541	0.009722776125
256	0.9990674541	0.009682503122
257	0.9990674541	0.009679229692
258	0.9990674541	0.009505710362
259	0.9990674541	0.009369986614
260	0.9990674541	0.009289351819
261	0.9990674541	0.00924283447
262	0.9990674541	0.009225980933
263	0.9990674541	0.009201016548
264	0.9990674541	0.009163033197
265	0.9990674541	0.009161326092
266	0.9990674541	0.009100120031
267	0.9990674541	0.009039314784
268	0.9990674541	0.008993719755
269	0.9990674541	0.008964382347
270	0.9990674541	0.008846591486
271	0.9990674541	0.00881698384
272	0.9990674541	0.008804016453
273	0.9990674541	0.008784608853
274	0.9990674541	0.008769757742
275	0.9990674541	0.008627875782
276	0.9990674541	0.008608734989
277	0.9990674541	0.008559310737
278	0.9990674541	0.008544583159
279	0.9990674541	0.008523891384
280	0.9990674541	0.0084963034
281	0.9990674541	0.008379829997
282	0.9990674541	0.008330455716
283	0.9990674541	0.008304128308
284	0.9990674541	0.008297021582
285	0.9990674541	0.008290841524
286	0.9990674541	0.008280716553
287	0.9990674541	0.008275838973
288	0.9990674541	0.008267524048
289	0.9990674541	0.008182816349
290	0.9990674541	0.008178783481
291	0.9990674541	0.008177562234
292	0.9990674541	0.008136683891
293	0.9990674541	0.008125799707
294	0.9990674541	0.008079233217
295	0.9990674541	0.008028495816
296	0.9990674541	0.008018832145
297	0.9990674541	0.008014337997
298	0.9990674541	0.007985103354
299	0.9990674541	0.0079596993
300	0.9990674541	0.007957283389
301	0.9990674541	0.007931239501
302	0.9990674541	0.007898488992
303	0.9990674541	0.00789507867
304	0.9990674541	0.007891057745
305	0.9990674541	0.007839946758
306	0.9990674541	0.007807314315
307	0.9990674541	0.007774369063
308	0.9990674541	0.007762169903
309	0.9990674541	0.007751571927
310	0.9990674541	0.00773540776
311	0.9990674541	0.007706150325
312	0.9990674541	0.007686518717
313	0.9990674541	0.007666544579
314	0.9990674541	0.007634818722
315	0.9990674541	0.00761299573
316	0.9990674541	0.007601536568
317	0.9990674541	0.007558657234
318	0.9990674541	0.00755755664
319	0.9990674541	0.007535888453
320	0.9990674541	0.007512995296
321	0.9990674541	0.0075049154
322	0.9990674541	0.0074841974
323	0.9990674541	0.007475830696
324	0.9990674541	0.007455495074
325	0.9990674541	0.007434991103
326	0.9990674541	0.007414640469
327	0.9990674541	0.007391328377
328	0.9990674541	0.007367840274
329	0.9990674541	0.007345474026
330	0.9990674541	0.007314759535
331	0.9990674541	0.007298290589
332	0.9990674541	0.007282020632
333	0.9990674541	0.00727958814
334	0.9990674541	0.007267455782
335	0.9990674541	0.007246868873
336	0.9990674541	0.007238956864
337	0.9990674541	0.007217942631
338	0.9990674541	0.007215822343
339	0.9990674541	0.007200223989
340	0.9990674541	0.007177824408
341	0.9990674541	0.007163005179
342	0.9990674541	0.00715532206
343	0.9990674541	0.007140514263
344	0.9990674541	0.007134057952
345	0.9990674541	0.007127359609
346	0.9990674541	0.007108952325
347	0.9990674541	0.007102585208
348	0.9990674541	0.007090636869
349	0.9990674541	0.007073355507
350	0.9990674541	0.007062034311
351	0.9990674541	0.007046457419
352	0.9990674541	0.007023311398
353	0.9990674541	0.007008388522
354	0.9990674541	0.006969391677
355	0.9990674541	0.00695452026
356	0.9990674541	0.00689386727
357	0.9990674541	0.006886607808
358	0.9990674541	0.006869505878
359	0.9990674541	0.006863501719
360	0.9990674541	0.006855057812
361	0.9990674541	0.006835080506
362	0.9990674541	0.00682452674
363	0.9990674541	0.00680575485
364	0.9990674541	0.006785189478
365	0.9990674541	0.006776136317
366	0.9990674541	0.006771528736
367	0.9990674541	0.00674985964
368	0.9990674541	0.006749194717
369	0.9990674541	0.006733547287
370	0.9990674541	0.006728836448
371	0.9990674541	0.006727127321
372	0.9990674541	0.006698993731
373	0.9990674541	0.006689104124
374	0.9990674541	0.006687625816
375	0.9990674541	0.00667705615
376	0.9990674541	0.006666742351
377	0.9990674541	0.006664929291
378	0.9990674541	0.006638321083
379	0.9990674541	0.006629952627
380	0.9990674541	0.006622904455
381	0.9990674541	0.00661132423
382	0.9990674541	0.006604402613
383	0.9990674541	0.006603108871
384	0.9990674541	0.006593529202
385	0.9990674541	0.00655550002
386	0.9990674541	0.006531650867
387	0.9990674541	0.006506804463
388	0.9990674541	0.006492958026
389	0.9990674541	0.00648702649
390	0.9990674541	0.006475246543
391	0.9990674541	0.006469455804
392	0.9990674541	0.006414059458
393	0.9990674541	0.006412650441
394	0.9990674541	0.006409348417
395	0.9990674541	0.006400173452
396	0.9990674541	0.006387472664
397	0.9990674541	0.006380408652
398	0.9990674541	0.006357644454
399	0.9990674541	0.006344016687
400	0.9990674541	0.006338066396
401	0.9990674541	0.00633264643
402	0.9990674541	0.006321255833
403	0.9990674541	0.006314106792
404	0.9990674541	0.006305140361
405	0.9990674541	0.006300858581
406	0.9990674541	0.006289374257
407	0.9990674541	0.006279193702
408	0.9990674541	0.006258416487
409	0.9990674541	0.006249791795
410	0.9990674541	0.006242086017
411	0.9990674541	0.00623390294
412	0.9990674541	0.006226005153
413	0.9990674541	0.006219399608
414	0.9990674541	0.006206527027
415	0.9990674541	0.00620007125
416	0.9990674541	0.006193781657
417	0.9990674541	0.006191203057
418	0.9990674541	0.006182810887
419	0.9990674541	0.006176751123
420	0.9990674541	0.006170967687
421	0.9990674541	0.006166070825
422	0.9990674541	0.006163444348
423	0.9990674541	0.006154002576
424	0.9990674541	0.006146287253
425	0.9990674541	0.006141548628
426	0.9990674541	0.006139658643
427	0.9990674541	0.006133902127
428	0.9990674541	0.006128602628
429	0.9990674541	0.006076887608
430	0.9990674541	0.006072761147
431	0.9990674541	0.006071842499
432	0.9990674541	0.006065867536
433	0.9990674541	0.006042114011
434	0.9990674541	0.006036945983
435	0.9990674541	0.006031531383
436	0.9990674541	0.006027891633
437	0.9990674541	0.006021476705
438	0.9990674541	0.006015142046
439	0.9990674541	0.006007398476
440	0.9990674541	0.006001775403
441	0.9990674541	0.005998160172
442	0.9990674541	0.00598909312
443	0.9990674541	0.005981925247
444	0.9990674541	0.005976156556
445	0.9990674541	0.005972335603
446	0.9990674541	0.005968147807
447	0.9990674541	0.005962265789
448	0.9990674541	0.005959277565
449	0.9990674541	0.005954927181
450	0.9990674541	0.005952004843
451	0.9990674541	0.005948322851
452	0.9990674541	0.005945543897
453	0.9990674541	0.005941697229
454	0.9990674541	0.005939957533
455	0.9990674541	0.005934552983
456	0.9990674541	0.00592934976
457	0.9990674541	0.005925550954
458	0.9990674541	0.005921248552
459	0.9990674541	0.005919153298
460	0.9990674541	0.005915014651
461	0.9990674541	0.005913328985
462	0.9990674541	0.005910941297
463	0.9990674541	0.00590664251
464	0.9990674541	0.005894811323
465	0.9990674541	0.005894042986
466	0.9990674541	0.005889979863
467	0.9990674541	0.005885715664
468	0.9990674541	0.005880915059
469	0.9990674541	0.005876630873
470	0.9990674541	0.005872297122
471	0.9990674541	0.005868667399
472	0.9990674541	0.005863269358
473	0.9990674541	0.005847077522
474	0.9990674541	0.005831618389
475	0.9990674541	0.005831077593
476	0.9990674541	0.005825699869
477	0.9990674541	0.005822386444
478	0.9990674541	0.005817641833
479	0.9990674541	0.005814438374
480	0.9990674541	0.005811617862
481	0.9990674541	0.005809010464
482	0.9990674541	0.005808423979
483	0.9990674541	0.005802857176
484	0.9990674541	0.005798815402
485	0.9990674541	0.005795710944
486	0.9990674541	0.005791090203
487	0.9990674541	0.005787249692
488	0.9990674541	0.005783643744
489	0.9990674541	0.005783068012
490	0.9990674541	0.005774466854
491	0.9990674541	0.005772526548
492	0.9990674541	0.005770899086
493	0.9990674541	0.00576549657
494	0.9990674541	0.005761373499
495	0.9990674541	0.005756945098
496	0.9990674541	0.005756120458
497	0.9990674541	0.005753615117
498	0.9990674541	0.005749370628
499	0.9990674541	0.005744421064
500	0.9990674541	0.005726812827
501	0.9990674541	0.005721928359
502	0.9990674541	0.005720074659
503	0.9990674541	0.005716348545
504	0.9990674541	0.005691697571
505	0.9990674541	0.005688995849
506	0.9990674541	0.005685793652
507	0.9990674541	0.005683305047
508	0.9990674541	0.0056807769
509	0.9990674541	0.005679843999
510	0.9990674541	0.005677534414
511	0.9990674541	0.005675067048
512	0.9990674541	0.005673246835
513	0.9990674541	0.005669957735
514	0.9990674541	0.005667830513
515	0.9990674541	0.005665679668
516	0.9990674541	0.005663605535
517	0.9990674541	0.005661277226
518	0.9990674541	0.005657784298
519	0.9990674541	0.005653741968
520	0.9990674541	0.005631386431
521	0.9990674541	0.005627781786
522	0.9990674541	0.005625735277
523	0.9990674541	0.00562376429
524	0.9990674541	0.005621730954
525	0.9990674541	0.005619363032
526	0.9990674541	0.005615755117
527	0.9990674541	0.005613107837
528	0.9990674541	0.005605380836
529	0.9990674541	0.005602598447
530	0.9990674541	0.005562412642
531	0.9990674541	0.005560398345
532	0.9990674541	0.005558495397
533	0.9990674541	0.005557558708
534	0.9990674541	0.005556608101
535	0.9990674541	0.005553313988
536	0.9990674541	0.005549327701
537	0.9990674541	0.00554889699
538	0.9990674541	0.005541910195
539	0.9990674541	0.005540564655
540	0.9990674541	0.005538521483
541	0.9990674541	0.005536477668
542	0.9990674541	0.005534979252
543	0.9990674541	0.005532620158
544	0.9990674541	0.005531794246
545	0.9990674541	0.005530775327
546	0.9990674541	0.005528743748
547	0.9990674541	0.0055264682
548	0.9990674541	0.00552462006
549	0.9990674541	0.005522491766
550	0.9990674541	0.005520749634
551	0.9990674541	0.005519562817
552	0.9990674541	0.005517010379
553	0.9990674541	0.005515234365
554	0.9990674541	0.005512810068
555	0.9990674541	0.005511127546
556	0.9990674541	0.005508820149
557	0.9990674541	0.005505923895
558	0.9990674541	0.005503575681
559	0.9990674541	0.005500347587
560	0.9990674541	0.005497202764
561	0.9990674541	0.005485502374
562	0.9990674541	0.005484857348
563	0.9990674541	0.005482863231
564	0.9990674541	0.005479828292
565	0.9990674541	0.005478698206
566	0.9990674541	0.005477050451
567	0.9990674541	0.005475023316
568	0.9990674541	0.005473389664
569	0.9990674541	0.005465791391
570	0.9990674541	0.005464411344
571	0.9990674541	0.0054628901
572	0.9990674541	0.005460813367
573	0.9990674541	0.005459101632
574	0.9990674541	0.005456305187
575	0.9990674541	0.005452793691
576	0.9990674541	0.005450774391
577	0.9990674541	0.005448867867
578	0.9990674541	0.005441280477
579	0.9990674541	0.005439837309
580	0.9990674541	0.005437822379
581	0.9990674541	0.005435940415
582	0.9990674541	0.005434537901
583	0.9990674541	0.005433177814
584	0.9990674541	0.005431617227
585	0.9990674541	0.005429720758
586	0.9990674541	0.005429428721
587	0.9990674541	0.005427394514
588	0.9990674541	0.005422642861
589	0.9990674541	0.005421276538
590	0.9990674541	0.005419450955
591	0.9990674541	0.005417863912
592	0.9990674541	0.005415754913
593	0.9990674541	0.005413869106
594	0.9990674541	0.005412686526
595	0.9990674541	0.005411418604
596	0.9990674541	0.005409819363
597	0.9990674541	0.005407922801
598	0.9990674541	0.005406388875
599	0.9990674541	0.005404638941
600	0.9990674541	0.005403204795
601	0.9990674541	0.005402027516
602	0.9990674541	0.00539969548
603	0.9990674541	0.005398846251
604	0.9990674541	0.005397687034
605	0.9990674541	0.005396345589
606	0.9990674541	0.005394659013
607	0.9990674541	0.005392635976
608	0.9990674541	0.005359424451
609	0.9990674541	0.005358273853
610	0.9990674541	0.005356374057
611	0.9990674541	0.005352901152
612	0.9990674541	0.005351002217
613	0.9990674541	0.005349618821
614	0.9990674541	0.005347811811
615	0.9990674541	0.005323427927
616	0.9990674541	0.005321762326
617	0.9990674541	0.005320273007
618	0.9990674541	0.005319025391
619	0.9990674541	0.005318685226
620	0.9990674541	0.005317617656
621	0.9990674541	0.005316761981
622	0.9990674541	0.005315214118
623	0.9990674541	0.005313747697
624	0.9990674541	0.005312795187
625	0.9990674541	0.005311219877
626	0.9990674541	0.005310210997
627	0.9990674541	0.005309085021
628	0.9990674541	0.005307663143
629	0.9990674541	0.005306432804
630	0.9990674541	0.005304941488
631	0.9990674541	0.005304144243
632	0.9990674541	0.005302275889
633	0.9990674541	0.005301640392
634	0.9990674541	0.005300222414
635	0.9990674541	0.005298534721
636	0.9990674541	0.00529710501
637	0.9990674541	0.005280392309
638	0.9990674541	0.00527977892
639	0.9990674541	0.00527792454
640	0.9990674541	0.00527743612
641	0.9990674541	0.005276842065
642	0.9990674541	0.005275214574
643	0.9990674541	0.005273825066
644	0.9990674541	0.005272959906
645	0.9990674541	0.005271829742
646	0.9990674541	0.005271038228
647	0.9990674541	0.005268851925
648	0.9990674541	0.00526747952
649	0.9990674541	0.005266469362
650	0.9990674541	0.005264921374
651	0.9990674541	0.005262726722
652	0.9990674541	0.005262218572
653	0.9990674541	0.00526089653
654	0.9990674541	0.005260020316
655	0.9990674541	0.005259064793
656	0.9990674541	0.005257778255
657	0.9990674541	0.005256319407
658	0.9990674541	0.005247391327
659	0.9990674541	0.005246216309
660	0.9990674541	0.005245732504
661	0.9990674541	0.005244035427
662	0.9990674541	0.005242777258
663	0.9990674541	0.005241993266
664	0.9990674541	0.005240933534
665	0.9990674541	0.005240132217
666	0.9990674541	0.005238722643
667	0.9990674541	0.005237576745
668	0.9990674541	0.005236645925
669	0.9990674541	0.005235264517
670	0.9990674541	0.005233336719
671	0.9990674541	0.005232328868
672	0.9990674541	0.005223407192
673	0.9990674541	0.005222435663
674	0.9990674541	0.005220876084
675	0.9990674541	0.005220456119
676	0.9990674541	0.005219746895
677	0.9990674541	0.005218228135
678	0.9990674541	0.005217593123
679	0.9990674541	0.005216114589
680	0.9990674541	0.005215870369
681	0.9990674541	0.005214626132
682	0.9990674541	0.005213934329
683	0.9990674541	0.005213004201
684	0.9990674541	0.00521156643
685	0.9990674541	0.005210469377
686	0.9990674541	0.00520964495
687	0.9990674541	0.005208908509
688	0.9990674541	0.005207852203
689	0.9990674541	0.005207346119
690	0.9990674541	0.005206676567
691	0.9990674541	0.00520629549
692	0.9990674541	0.005205605151
693	0.9990674541	0.005204481788
694	0.9990674541	0.005203395154
695	0.9990674541	0.005202568159
696	0.9990674541	0.005201850029
697	0.9990674541	0.005200657253
698	0.9990674541	0.005199568168
699	0.9990674541	0.005199070737
700	0.9990674541	0.005198396563
701	0.9990674541	0.005197582569
702	0.9990674541	0.005196553747
703	0.9990674541	0.005195860154
704	0.9990674541	0.005195416234
705	0.9990674541	0.00519476421
706	0.9990674541	0.005194057879
707	0.9990674541	0.005193119825
708	0.9990674541	0.005192156853
709	0.9990674541	0.005191926134
710	0.9990674541	0.005191050559
711	0.9990674541	0.005190324814
712	0.9990674541	0.005189328348
713	0.9990674541	0.005188331496
714	0.9990674541	0.005187355591
715	0.9990674541	0.005156625825
716	0.9990674541	0.0051560587
717	0.9990674541	0.005155470845
718	0.9990674541	0.005147969503
719	0.9990674541	0.005147228384
720	0.9990674541	0.005146289244
721	0.9990674541	0.00514559913
722	0.9990674541	0.005144976482
723	0.9990674541	0.005144384433
724	0.9990674541	0.005143630466
725	0.9990674541	0.005142936114
726	0.9990674541	0.005141776786
727	0.9990674541	0.00514116852
728	0.9990674541	0.005120305509
729	0.9990674541	0.005119726448
730	0.9990674541	0.005119150483
731	0.9990674541	0.005117975368
732	0.9990674541	0.005117334095
733	0.9990674541	0.005116637314
734	0.9990674541	0.005116091086
735	0.9990674541	0.005115412802
736	0.9990674541	0.005114253938
737	0.9990674541	0.00511359607
738	0.9990674541	0.005112681165
739	0.9990674541	0.005112312042
740	0.9990674541	0.005111710052
741	0.9990674541	0.005111155331
742	0.9990674541	0.005106924587
743	0.9990674541	0.005106627884
744	0.9990674541	0.005105995358
745	0.9990674541	0.005104887936
746	0.9990674541	0.005104345775
747	0.9990674541	0.005103830053
748	0.9990674541	0.0051027596
749	0.9990674541	0.005102060513
750	0.9990674541	0.005099155585
751	0.9990674541	0.005098570454
752	0.9990674541	0.005097972936
753	0.9990674541	0.005097518479
754	0.9990674541	0.005096683982
755	0.9990674541	0.005096203844
756	0.9990674541	0.005095736664
757	0.9990674541	0.005094722157
758	0.9990674541	0.005093920616
759	0.9990674541	0.005093058007
760	0.9990674541	0.005092720032
761	0.9990674541	0.005092037316
762	0.9990674541	0.005091332702
763	0.9990674541	0.005090731453
764	0.9990674541	0.005090061785
765	0.9990674541	0.005089071558
766	0.9990674541	0.005088096416
767	0.9990674541	0.005087656629
768	0.9990674541	0.005087305765
769	0.9990674541	0.005087047989
770	0.9990674541	0.005086609654
771	0.9990674541	0.005086045997
772	0.9990674541	0.005085348156
773	0.9990674541	0.005079498226
774	0.9990674541	0.00507915264
775	0.9990674541	0.00507871946
776	0.9990674541	0.005076843689
777	0.9990674541	0.005076391983
778	0.9990674541	0.005075969006
779	0.9990674541	0.005075422814
780	0.9990674541	0.005074940781
781	0.9990674541	0.005074437223
782	0.9990674541	0.005073924156
783	0.9990674541	0.005073026242
784	0.9990674541	0.00507269161
785	0.9990674541	0.005072194339
786	0.9990674541	0.005071626175
787	0.9990674541	0.00507068155
788	0.9990674541	0.005070240837
789	0.9990674541	0.005069793868
790	0.9990674541	0.005068939024
791	0.9990674541	0.005068233793
792	0.9990674541	0.005067375382
793	0.9990674541	0.005066467165
794	0.9990674541	0.005065634732
795	0.9990674541	0.0050649607
796	0.9990674541	0.005064376228
797	0.9990674541	0.005063920258
798	0.9990674541	0.005062730176
799	0.9990674541	0.005035996298
800	0.9990674541	0.005035562781
801	0.9990674541	0.005035132091
802	0.9990674541	0.005034602788
803	0.9990674541	0.005028152843
804	0.9990674541	0.005025788557
805	0.9990674541	0.005025001815
806	0.9990674541	0.0050241976
807	0.9990674541	0.005023387644
808	0.9990674541	0.005022776376
809	0.9990674541	0.005022188551
810	0.9990674541	0.005021596557
811	0.9990674541	0.00502054792
812	0.9990674541	0.00502009387
813	0.9990674541	0.005019566329
814	0.9990674541	0.005018851834
815	0.9990674541	0.005018339033
816	0.9990674541	0.005017463849
817	0.9990674541	0.005016832215
818	0.9990674541	0.005016369693
819	0.9990674541	0.005015867976
820	0.9990674541	0.005015505907
821	0.9990674541	0.005014825441
822	0.9990674541	0.005014387496
823	0.9990674541	0.005013965116
824	0.9990674541	0.005013541286
825	0.9990674541	0.005013127599
826	0.9990674541	0.005012738103
827	0.9990674541	0.005005942938
828	0.9990674541	0.00500554691
829	0.9990674541	0.005004541456
830	0.9990674541	0.005003882851
831	0.9990674541	0.005003509978
832	0.9990674541	0.005003039475
833	0.9990674541	0.005002708091
834	0.9990674541	0.005002299038
835	0.9990674541	0.005001950287
836	0.9990674541	0.005001549315
837	0.9990674541	0.005001183896
838	0.9990674541	0.005000792698
839	0.9990674541	0.005000492369
840	0.9990674541	0.005000150896
841	0.9990674541	0.004999822085
842	0.9990674541	0.004999278497
843	0.9990674541	0.004996563975
844	0.9990674541	0.004995874014
845	0.9990674541	0.004995366348
846	0.9990674541	0.004994683361
847	0.9990674541	0.004994358324
848	0.9990674541	0.004993761526
849	0.9990674541	0.0049934058
850	0.9990674541	0.004993111178
851	0.9990674541	0.004992410678
852	0.9990674541	0.004991743343
853	0.9990674541	0.004991267196
854	0.9990674541	0.004990973897
855	0.9990674541	0.004990699966
856	0.9990674541	0.004990025996
857	0.9990674541	0.004989327744
858	0.9990674541	0.004988718014
859	0.9990674541	0.004988143848
860	0.9990674541	0.00498776131
861	0.9990674541	0.004987179946
862	0.9990674541	0.004986708301
863	0.9990674541	0.004986398369
864	0.9990674541	0.004986041024
865	0.9990674541	0.004985716172
866	0.9990674541	0.004985303377
867	0.9990674541	0.004985027179
868	0.9990674541	0.004984680505
869	0.9990674541	0.004983946731
870	0.9990674541	0.004983519713
871	0.9990674541	0.00498325435
872	0.9990674541	0.004982915154
873	0.9990674541	0.004982342292
